player_id,first_name,second_name,player_name,club_name,position_name,extracted_at,total_points,event_points,now_cost
276,Thimothée,Lo-Tutala,Thimothée Lo-Tutala,Hull City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
275,Harvey,Cartwright,Harvey Cartwright,Hull City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
274,Jack,Butland,Jack Butland,Hull City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
273,Dillon,Phillips,Dillon Phillips,Hull City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
610,Luc,De Fougerolles,Luc De Fougerolles,Fulham,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
180,Luke,Woolfenden,Luke Woolfenden,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
181,Miguel,Brau,Miguel Brau,Coventry City,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
171,Oliver,Dovin,Oliver Dovin,Coventry City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
292,Abdülkadir,Ömür,Abdülkadir Ömür,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
168,Marc,Guiu Paz,Marc Marc Guiu,Chelsea,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
568,Valentín,Barco,Valentín Barco,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
302,David,Button,David Button,Ipswich Town,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
301,Alex,Palmer,Alex Palmer,Ipswich Town,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
300,Christian,Walton,Christian Walton,Ipswich Town,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
169,Shumaira,Mheuka,Shumaira Mheuka,Chelsea,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
170,Emmanuel,Emegha,Emmanuel Emegha,Chelsea,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
589,Lucas,Gourna-Douath,Lucas Gourna-Douath,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
560,Mike,Penders,Mike Penders,Chelsea,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
561,Aaron,Anselmino,Aaron Anselmino,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
574,Jens,Hjertø-Dahl,Jens Hjertø-Dahl,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
293,Abu,Kamara,Abu Kamara,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
578,Mykhailo,Mudryk,Mykhailo Mudryk,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
563,Hidemasa,Morita,Hidemasa Morita,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
340,Joe,Gelhardt,Joe Gelhardt,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
299,Mason,Burstow,Mason Burstow,Hull City,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
298,Enis,Destan,Enis Destan,Hull City,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
297,Darko,Gyabi,Darko Gyabi,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
296,David,Akintola,David Akintola,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
294,Óscar,Zambrano,Óscar Zambrano,Hull City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
272,Jonah,Kusi-Asare,Jonah Kusi-Asare,Fulham,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
270,Harrison,Reed,Harrison Reed,Fulham,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
185,Tatsuhiro,Sakamoto,Tatsuhiro Sakamoto,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
21,Christian,Nørgaard,Christian Nørgaard,Everton,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
234,Nathan,Patterson,Nathan Patterson,Everton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
232,Jake,O'Brien,Jake O'Brien,Everton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
231,Michael,Keane,Michael Keane,Everton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
207,Oscar,Mingueza,Oscar Mingueza,Crystal Palace,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
208,Ismaïla,Sarr,Ismaïla Sarr,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.5
228,Tom,King,Tom King,Everton,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
227,Mark,Travers,Mark Travers,Everton,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
212,Will,Hughes,Will Hughes,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
595,Zavier,Gozo,Zavier Gozo,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
186,Ephron,Mason-Clark,Ephron Mason-Clark,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
213,Jefferson,Lerma Solís,Jefferson Lerma,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
215,Justin,Devenny,Justin Devenny,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
555,Remi,Matthews,Remi Matthews,Crystal Palace,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
216,Romain,Esse,Romain Esse,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
225,Christantus,Uche,Christantus Uche,Crystal Palace,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
217,Matheus,França de Oliveira,Matheus M.França,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
218,Cheick,Doucouré,Cheick Doucouré,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
219,Jesurun,Rak-Sakyi,Jesurun J.Rak-Sakyi,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
235,Adam,Aznou,Adam Aznou,Everton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
205,Borna,Sosa,Borna Sosa,Crystal Palace,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
240,Tim,Iroegbunam,Tim Iroegbunam,Everton,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
201,Daniel,Muñoz Mejía,Daniel Muñoz,Crystal Palace,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
266,Tom,Cairney,Tom Cairney,Fulham,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
187,Josh,Eccles,Josh Eccles,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
189,George,Shepherd,George Shepherd,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
262,Emile,Smith Rowe,Emile Smith Rowe,Fulham,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
191,Raphael,Borges Rodrigues,Raphael Borges Rodrigues,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
192,Kai,Andrews,Kai Andrews,Coventry City,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
257,Calvin,Bassey,Calvin Bassey,Fulham,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
256,Kenny,Tete,Kenny Tete,Fulham,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
193,Haji,Wright,Haji Wright,Coventry City,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
196,Jahnoah,Markelo,Jahnoah Markelo,Coventry City,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
253,Joachim,Andersen,Joachim Andersen,Fulham,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
252,Alfie,McNally,Alfie McNally,Fulham,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
251,Benjamin,Lecomte,Benjamin Lecomte,Fulham,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
197,Norman,Bassette,Norman Bassette,Coventry City,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
599,Sidiki,Cherif,Sidiki Cherif,Coventry City,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
245,Tyler,Dibling,Tyler Dibling,Everton,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
199,Walter,Benítez,Walter Benitez,Crystal Palace,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
111,Jason,Steele,Jason Steele,Brighton,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
303,Cédric,Kipré,Cédric Kipré,Ipswich Town,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
167,Liam,Delap,Liam Delap,Chelsea,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
358,Milos,Kerkez,Milos Kerkez,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
139,Evan,Ferguson,Evan Ferguson,Brighton,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
365,Calvin,Ramsay,Calvin Ramsay,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
364,Kostas,Tsimikas,Kostas Tsimikas,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
363,Giovanni,Leoni,Giovanni Leoni,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
328,Pascal,Struijk,Pascal Struijk,Brighton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
361,Wellity,Lucky,Wellity Lucky,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
360,Conor,Bradley,Conor Bradley,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
359,Joe,Gomez,Joe Gomez,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
357,Jeremie,Frimpong,Jeremie Frimpong,Liverpool,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
370,Federico,Chiesa,Federico Chiesa,Liverpool,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
594,Promise,David,Promise David,Brighton,FWD,2026-08-27 15:23:14.301707+00:00,0,0,6.0
355,Harvey,Davies,Harvey Davies,Liverpool,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
354,Vitezslav,Jaros,Vitezslav Jaros,Liverpool,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
353,Armin,Pecsi,Armin Pecsi,Liverpool,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
352,Freddie,Woodman,Freddie Woodman,Liverpool,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.0
351,Giorgi,Mamardashvili,Giorgi Mamardashvili,Liverpool,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
604,Alfie,Cresswell,Alfie Cresswell,Leeds,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
603,Jayden,Lienou,Jayden Lienou,Leeds,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
137,Stefanos,Tzimas,Stefanos Tzimas,Brighton,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
134,Nehemiah,Oriola,Nehemiah Oriola,Brighton,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
166,Nicolas,Jackson,Nicolas N.Jackson,Chelsea,FWD,2026-08-27 15:23:14.301707+00:00,0,0,6.5
382,Jayden,Danns,Jayden Danns,Liverpool,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
113,Ferdi,Kadıoğlu,Ferdi F.Kadıoğlu,Brighton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
117,Diego,Coppola,Diego Coppola,Brighton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
118,Igor Julio,dos Santos de Paulo,Igor Julio Igor,Brighton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
386,Marcus,Bettinelli,Marcus Bettinelli,Man City,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
120,Michael,Svoboda,Michael Svoboda,Brighton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
121,Mitoma,Kaoru,Mitoma Mitoma,Brighton,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
122,Yankuba,Minteh,Yankuba Minteh,Brighton,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
383,Harvey,Elliott,Harvey Elliott,Liverpool,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
221,Joél,Drakes-Thomas,Joél Drakes-Thomas,Crystal Palace,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
133,Tom,Watson,Tom Watson,Brighton,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
380,Hugo,Ekitiké,Hugo Ekitiké,Liverpool,FWD,2026-08-27 15:23:14.301707+00:00,0,0,7.5
128,Facundo,Buonanotte,Facundo Buonanotte,Brighton,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
378,James,McConnell,James McConnell,Liverpool,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
132,Harry,Howell,Harry Howell,Brighton,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
376,Stefan,Bajčetić Maquieira,Stefan Bajcetic,Liverpool,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
375,Trey,Nyoni,Trey Nyoni,Liverpool,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
374,Endo,Wataru,Endo Endo,Liverpool,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
373,Curtis,Jones,Curtis C.Jones,Liverpool,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
598,Nico,Elvedi,Nico Elvedi,Leeds,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
349,Mateo,Joseph Fernández-Regatillo,Mateo Mateo Joseph,Leeds,FWD,2026-08-27 15:23:14.301707+00:00,0,0,4.5
348,Joël,Piroe,Joël Piroe,Leeds,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
318,Jaden,Philogene,Jaden Philogene,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
152,Marco,Palestra,Marco Palestra,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
571,Florentino Ibrain,Morris Luís,Florentino Ibrain Florentino,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
153,Axel,Disasi,Axel Disasi,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
554,Kayne,van Oevelen,Kayne Van Oevelen,Ipswich Town,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
324,Anis,Mehmeti,Anis Mehmeti,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
322,Ali,Al-Hamadi,Ali Al-Hamadi,Ipswich Town,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
158,Jamie,Bynoe-Gittens,Jamie Gittens,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,0,0,6.0
319,Sam,Szmodics,Sam Szmodics,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
317,George,Hirst,George Hirst,Ipswich Town,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.0
347,Lukas,Nmecha,Lukas Nmecha,Leeds,FWD,2026-08-27 15:23:14.301707+00:00,0,0,5.5
159,Moisés,Caicedo Corozo,Moisés Caicedo,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.5
314,Chiedozie,Ogbene,Chiedozie Ogbene,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
163,Dário,Luís Essugo,Dário D.Essugo,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
312,Jack,Taylor,Jack Taylor,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
311,Wes,Burns,Wes Burns,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
310,Azor,Matusiwa,Azor Matusiwa,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
308,Darnell,Furlong,Darnell Furlong,Ipswich Town,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
307,Ben,Johnson,Ben Johnson,Ipswich Town,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.0
150,Mamadou,Sarr,Mamadou M.Sarr,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
602,Cameron,Humphreys,Cameron Humphreys,Ipswich Town,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
149,Levi,Samuels Colwill,Levi Colwill,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
141,Filip,Jörgensen,Filip Jörgensen,Chelsea,GKP,2026-08-27 15:23:14.301707+00:00,0,0,5.0
614,Jaouen,Hadjam,Jaouen Hadjam,Brighton,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
345,Tanaka,Ao,Tanaka Tanaka,Leeds,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
344,Ilia,Gruev,Ilia Gruev,Leeds,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
343,Daniel,James,Daniel James,Leeds,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
342,Jack,Harrison,Jack Harrison,Leeds,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
341,Wilfried,Gnonto,Wilfried Gnonto,Leeds,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
101,Jordan,Henderson,Jordan Henderson,Chelsea,MID,2026-08-27 15:23:14.301707+00:00,0,0,5.0
326,Lucas Estella,Perri,Lucas Estella Perri,Leeds,GKP,2026-08-27 15:23:14.301707+00:00,0,0,4.5
136,Danny,Welbeck,Danny Welbeck,Chelsea,FWD,2026-08-27 15:23:14.301707+00:00,0,0,6.0
142,Reece,James,Reece James,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
143,Trevoh,Chalobah,Trevoh Chalobah,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.5
333,Sebastiaan,Bornauw,Sebastiaan Bornauw,Leeds,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
145,Wesley,Fofana,Wesley Fofana,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,5.0
331,Gabriel,Gudmundsson,Gabriel Gudmundsson,Leeds,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
146,Benoît,Badiashile Mukinayi,Benoît B.Badiashile,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
147,Tosin,Adarabioyo,Tosin Tosin,Chelsea,DEF,2026-08-27 15:23:14.301707+00:00,0,0,4.5
613,Jules,Ahoka,Jules Ahoka,Sunderland,MID,2026-08-27 15:23:14.301707+00:00,0,0,4.5
32,Matty,Cash,Matty Cash,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,-1,-1,4.5
54,Joao,Gomes,Joao Gomes,Aston Villa,MID,2026-08-27 15:23:14.301707+00:00,-2,-2,5.5
37,Victor,Lindelöf,Victor Lindelöf,Aston Villa,DEF,2026-08-27 15:23:14.301707+00:00,-2,-2,4.5
